z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayModes,abundance,abundanceUncertainty,betaMinus(keV),betaMinusUncertainty,electronCapture(keV),electronCaptureUncertainty,positronEmission(keV),positronEmissionUncertainty,alpha(keV),alphaUncertainty
109,161,270Mt,0,5,ms,21,A = 100.00,,,-3.97E+03,20,5.60E+03,3,4.60E+03,3,1.02E+04,10
109,164,273Mt,,,,,A ? ,,,-3.50E+03,4,3.00E+03,6,2.00E+03,6,1.09E+04,20
109,164,273Mt,,,,,SF ? ,,,-3.50E+03,4,3.00E+03,6,2.00E+03,6,1.09E+04,20
109,163,272Mt,,,,,A ? ,,,-2.60E+03,6,4.50E+03,7,3.50E+03,7,1.04E+04,3
109,163,272Mt,,,,,SF ? ,,,-2.60E+03,6,4.50E+03,7,3.50E+03,7,1.04E+04,3
109,166,275Mt,0,9.7,ms,456,A = 100.00,,,-2.90E+03,5,2.30E+03,7,1.30E+03,7,1.05E+04,5
109,165,274Mt,0,0.44,s,64,A = 100.00,,,-1.90E+03,5,3.80E+03,6,2.80E+03,6,1.06E+04,23
109,165,274Mt,0,0.44,s,64,SF  ,,,-1.90E+03,5,3.80E+03,6,2.80E+03,6,1.06E+04,23
109,157,266Mt,0,1.7,ms,2,A LE 100.00,,,,,6.53E+03,10,5.51E+03,10,1.10E+04,3
109,156,265Mt,,,,,A ? ,,,,,5.70E+03,4,4.70E+03,4,1.11E+04,4
109,159,268Mt,0,21,ms,3,A = 100.00,,,-4.50E+03,4,6.20E+03,4,5.20E+03,4,1.08E+04,15
109,158,267Mt,0,,,,A ? ,,,-6.10E+03,5,5.10E+03,5,4.10E+03,5,1.09E+04,4
110,157,267Ds,0,2.8,us,132,A = 100.00,,,,,6.10E+03,5,5.10E+03,5,1.18E+04,5
110,159,269Ds,0,179,us,239,A = 100.00,,,,,5.50E+03,3,4.50E+03,3,1.15E+04,3
110,158,268Ds,,,,,A  ,,,,,4.50E+03,4,3.50E+03,4,1.17E+04,3
110,171,281Ds,0,13,s,2,A ? ,,,-2.10E+03,9,9.00E+02,8,0,AP,9.47E+03,21
110,171,281Ds,0,9.6,s,25,SF AP 100.00,,,-2.10E+03,9,9.00E+02,8,0,AP,9.47E+03,21
110,171,281Ds,0,9.6,s,25,A AP 100.00,,,-2.10E+03,9,9.00E+02,8,0,AP,9.47E+03,21
110,171,281Ds,0,9.6,s,25,A ? ,,,-2.10E+03,9,9.00E+02,8,0,AP,9.47E+03,21
110,170,280Ds,,,,,,,,-3.60E+03,9,0,AP,-1.20E+03,10,9.71E+03,20
110,174,284Ds,,,,,,,,-2.50E+03,7,,,,,8.60E+03,8
110,173,283Ds,,,,,,,,-1.50E+03,8,,,,,8.90E+03,8
110,172,282Ds,,,,,,,,-3.00E+03,7,-7.00E+02,5,-1.70E+03,5,9.10E+03,4
110,160,270Ds,0,0.1,ms,10,A = 100.00,,,,,3.97E+03,20,2.95E+03,20,1.11E+04,3
110,160,270Ds,0,0.1,ms,10,SF LT 0.20,,,,,3.97E+03,20,2.95E+03,20,1.11E+04,3
110,160,270Ds,1.13,6,ms,60,A AP 70.00,,,,,3.97E+03,20,2.95E+03,20,1.11E+04,3
110,160,270Ds,1.13,6,ms,60,IT LE 30.00,,,,,3.97E+03,20,2.95E+03,20,1.11E+04,3
110,168,278Ds,,,,,SF ? ,,,-4.30E+03,6,0,AP,0,AP,1.04E+04,20
110,168,278Ds,,,,,A ? ,,,-4.30E+03,6,0,AP,0,AP,1.04E+04,20
110,167,277Ds,0,4.1,ms,24,A AP 100.00,,,-3.30E+03,6,2.10E+03,8,1.10E+03,8,1.09E+04,12
110,166,276Ds,,,,,SF ? ,,,-4.80E+03,8,1.20E+03,8,0,AP,1.11E+04,20
110,166,276Ds,,,,,A ? ,,,-4.80E+03,8,1.20E+03,8,0,AP,1.11E+04,20
110,165,275Ds,,,,,A ? ,,,-3.70E+03,6,2.90E+03,5,1.90E+03,5,1.16E+04,20
110,164,274Ds,,,,,SF ? ,,,-5.40E+03,4,1.90E+03,5,9.00E+02,5,1.17E+04,3
110,164,274Ds,,,,,A ? ,,,-5.40E+03,4,1.90E+03,5,9.00E+02,5,1.17E+04,3
110,163,273Ds,0,0.17,ms,11,A = 100.00,,,-4.60E+03,4,3.50E+03,4,2.50E+03,4,1.14E+04,5
110,162,272Ds,0,,,,SF  ,,,-6.70E+03,5,2.60E+03,6,1.60E+03,6,1.07E+04,3
110,161,271Ds,0,1.63,ms,42,A = 100.00,,,,,4.90E+03,3,3.80E+03,3,10870,18
110,161,271Ds,0,69,ms,35,A AP 0.00,,,,,4.90E+03,3,3.80E+03,3,10870,18
110,161,271Ds,0,69,ms,35,IT ? ,,,,,4.90E+03,3,3.80E+03,3,10870,18
110,169,279Ds,0,0.18,s,2,SF AP 90.00,,,-2.70E+03,7,1.40E+03,9,0,AP,1.01E+04,12
110,169,279Ds,0,0.18,s,2,A AP 10.00,,,-2.70E+03,7,1.40E+03,9,0,AP,1.01E+04,12
111,175,286Rg,,,,,,,,0,AP,,,,,8.63E+03,10
111,173,284Rg,,,,,,,,0,AP,2.50E+03,7,1.50E+03,7,9.00E+03,8
111,174,285Rg,,,,,,,,-1.40E+03,8,,,,,8.90E+03,8
111,171,282Rg,0,0.5,s,23,A = 100.00,,,-1.10E+03,8,3.00E+03,7,1.90E+03,7,9.55E+03,10
111,171,282Rg,0,0.5,s,23,SF  ,,,-1.10E+03,8,3.00E+03,7,1.90E+03,7,9.55E+03,10
111,172,283Rg,,,,,SF ? ,,,-2.00E+03,9,1.60E+03,8,0,AP,9.37E+03,10
111,172,283Rg,,,,,A ? ,,,-2.00E+03,9,1.60E+03,8,0,AP,9.37E+03,10
111,170,281Rg,0,17,s,3,SF AP 100.00,,,-2.60E+03,9,2.10E+03,9,1.00E+03,9,9.90E+03,4
111,170,281Rg,0,17,s,3,A = 13.00,,,-2.60E+03,9,2.10E+03,9,1.00E+03,9,9.90E+03,4
111,166,277Rg,,,,,SF ? ,,,-3.90E+03,5,3.30E+03,6,2.30E+03,6,1.12E+04,20
111,166,277Rg,,,,,A ? ,,,-3.90E+03,5,3.30E+03,6,2.30E+03,6,1.12E+04,20
111,167,278Rg,0,4.2,ms,59,A = 100.00,,,-2.30E+03,6,4.30E+03,6,3.20E+03,6,1.09E+04,10
111,167,278Rg,0,4.2,ms,59,SF  ,,,-2.30E+03,6,4.30E+03,6,3.20E+03,6,1.09E+04,10
111,164,275Rg,,,,,A ? ,,,,,3.70E+03,6,2.70E+03,6,1.19E+04,3
111,165,276Rg,,,,,A ? ,,,-3.00E+03,8,4.80E+03,8,3.80E+03,8,1.15E+04,4
111,165,276Rg,,,,,SF ? ,,,-3.00E+03,8,4.80E+03,8,3.80E+03,8,1.15E+04,4
111,162,273Rg,,,,,A ? ,,,,,4.60E+03,4,3.60E+03,4,1.12E+04,25
111,163,274Rg,,6.4,ms,305,A = 100.00,,,,,5.40E+03,4,4.40E+03,4,1.15E+04,9
111,161,272Rg,0,3.8,ms,6,A = 100.00,,,,,6.70E+03,5,5.70E+03,5,11197,13
111,168,279Rg,0,0.17,s,73,A = 100.00,,,-3.30E+03,6,2.70E+03,7,1.70E+03,7,1.05E+04,17
111,169,280Rg,0,3.6,s,30,A = 100.00,,,-1.80E+03,8,3.60E+03,9,2.50E+03,9,10149,10
112,164,276Cn,,,,,,,,,,3.00E+03,8,2.00E+03,8,1.19E+04,7
112,165,277Cn,,,,,,,,,,3.90E+03,5,2.90E+03,5,1.16E+04,6
112,166,278Cn,,,,,A ? ,,,-6.20E+03,5,2.30E+03,6,1.30E+03,6,1.12E+04,20
112,166,278Cn,,,,,SF ? ,,,-6.20E+03,5,2.30E+03,6,1.30E+03,6,1.12E+04,20
112,167,279Cn,,,,,SF ? ,,,-4.40E+03,7,3.30E+03,6,2.30E+03,6,1.09E+04,20
112,167,279Cn,,,,,A ? ,,,-4.40E+03,7,3.30E+03,6,2.30E+03,6,1.09E+04,20
112,168,280Cn,,,,,A ? ,,,-5.60E+03,7,1.80E+03,8,7.00E+02,8,1.07E+04,20
112,168,280Cn,,,,,SF ? ,,,-5.60E+03,7,1.80E+03,8,7.00E+02,8,1.07E+04,20
112,169,281Cn,0,0.13,s,8,A AP 100.00,,,-3.90E+03,5,2.60E+03,9,1.60E+03,9,1.04E+04,6
112,174,286Cn,,,,,,,,-3.50E+03,9,0,AP,-1.10E+03,8,9.20E+03,8
112,175,287Cn,,,,,,,,-2.10E+03,10,,,,,9.10E+03,9
112,176,288Cn,,,,,,,,-3.00E+03,10,,,,,9.00E+03,9
112,170,282Cn,0,0.5,ms,32,SF = 100.00,,,-4.90E+03,7,1.10E+03,8,0,AP,1.02E+04,20
112,171,283Cn,0,4,s,6,A AP 90.00,,,-3.20E+03,8,2.00E+03,9,9.00E+02,9,9.89E+03,11
112,171,283Cn,0,4,s,6,SF = 50.00,,,-3.20E+03,8,2.00E+03,9,9.00E+02,9,9.89E+03,11
112,171,283Cn,0,4,s,6,A = 50.00,,,-3.20E+03,8,2.00E+03,9,9.00E+02,9,9.89E+03,11
112,171,283Cn,0,4,s,6,SF LE 10.00,,,-3.20E+03,8,2.00E+03,9,9.00E+02,9,9.89E+03,11
112,172,284Cn,0,101,ms,19,SF = 100.00,,,-4.20E+03,9,0,AP,0,AP,9.67E+03,15
112,173,285Cn,0,30,s,20,A = 100.00,,,-2.70E+03,9,1.40E+03,8,0,AP,9.39E+03,12
113,165,278Nh,0,0.24,ms,+114-,A = 100.00,,,,,6.20E+03,5,5.20E+03,5,1.20E+04,8
113,168,281Nh,,,,,,,,,,3.90E+03,5,2.80E+03,5,1.10E+04,6
113,169,282Nh,0,0.07,s,10,A = 100.00,,,,,4.90E+03,7,3.90E+03,7,1.08E+04,10
113,166,279Nh,,,,,,,,,,4.40E+03,7,3.40E+03,7,1.16E+04,7
113,167,280Nh,,,,,,,,,,5.60E+03,7,4.60E+03,7,1.14E+04,7
113,171,284Nh,0,0.48,s,41,A = 100.00,,,-2.20E+03,8,4.20E+03,9,3.20E+03,9,1.03E+04,4
113,172,285Nh,0,5.5,s,32,A = 100.00,,,-3.20E+03,9,2.70E+03,9,1.70E+03,9,1.00E+04,4
113,172,285Nh,0,5.5,s,32,SF  ,,,-3.20E+03,9,2.70E+03,9,1.70E+03,9,1.00E+04,4
113,170,283Nh,0,100,ms,486,A = 100.00,,,,,3.20E+03,8,2.20E+03,8,1.04E+04,11
113,175,288Nh,,,,,,,,-9.00E+02,10,3.00E+03,10,2.00E+03,10,9.60E+03,9
113,176,289Nh,,,,,,,,-1.90E+03,7,,,,,9.40E+03,8
113,173,286Nh,0,20,s,85,A = 100.00,,,-1.60E+03,8,3.50E+03,9,2.50E+03,9,9.79E+03,5
113,173,286Nh,0,20,s,85,SF  ,,,-1.60E+03,8,3.50E+03,9,2.50E+03,9,9.79E+03,5
113,174,287Nh,,,,,A ? ,,,-2.50E+03,9,2.10E+03,10,1.10E+03,10,9.65E+03,20
113,174,287Nh,,,,,SF ? ,,,-2.50E+03,9,2.10E+03,10,1.10E+03,10,9.65E+03,20
113,177,290Nh,,,,,,,,0,AP,,,,,9.38E+03,10
114,170,284Fl,0,2.5,ms,10,SF AP 100.00,,,,,2.20E+03,8,1.20E+03,8,1.07E+04,3
114,171,285Fl,0,0.15,s,9,A AP 100.00,,,,,3.20E+03,9,2.10E+03,9,1.06E+04,7
114,172,286Fl,0,0.16,s,4,SF AP 60.00,,,,,1.60E+03,8,0,AP,1.04E+04,4
114,172,286Fl,0,0.16,s,4,A AP 40.00,,,,,1.60E+03,8,0,AP,1.04E+04,4
114,173,287Fl,0,0.51,s,8,A = 100.00,,,-3.80E+03,8,2.50E+03,9,1.50E+03,9,1.02E+04,5
114,174,288Fl,0,0.52,s,9,A = 100.00,,,-4.70E+03,9,9.00E+02,10,0,AP,10076,12
114,175,289Fl,0,0.97,s,65,A = 100.00,,,-3.20E+03,9,1.90E+03,7,9.00E+02,7,9.95E+03,7
114,175,289Fl,0,2.7,s,7,A = 100.00,,,-3.20E+03,9,1.90E+03,7,9.00E+02,7,9.95E+03,7
114,176,290Fl,,,,,,,,-4.10E+03,9,0,AP,0,AP,9.86E+03,3
114,177,291Fl,,,,,,,,-2.70E+03,10,,,,,9.70E+03,10
115,177,292Mc,,,,,,,,-1.50E+03,10,,,,,1.02E+04,10
115,175,290Mc,0,16,ms,69,A = 100.00,,,-2.20E+03,8,4.10E+03,9,3.00E+03,9,1.04E+04,4
115,175,290Mc,0,16,ms,69,SF  ,,,-2.20E+03,8,4.10E+03,9,3.00E+03,9,1.04E+04,4
115,176,291Mc,,,,,A ? ,,,-3.10E+03,10,2.70E+03,10,1.70E+03,10,1.03E+04,20
115,176,291Mc,,,,,SF ? ,,,-3.10E+03,10,2.70E+03,10,1.70E+03,10,1.03E+04,20
115,173,288Mc,,87,ms,75,A = 100.00,,,,,4.70E+03,9,3.70E+03,9,1.07E+04,5
115,174,289Mc,0,0.22,s,18,A = 100.00,,,-3.80E+03,9,3.20E+03,9,2.20E+03,9,1.05E+04,5
115,174,289Mc,0,0.22,s,18,SF  ,,,-3.80E+03,9,3.20E+03,9,2.20E+03,9,1.05E+04,5
115,172,287Mc,,32,ms,141,A = 100.00,,,,,3.80E+03,8,2.80E+03,8,1.08E+04,7
116,174,290Lv,0,15,ms,20,A = 100.00,,,,,2.20E+03,8,1.20E+03,8,1.10E+04,6
116,175,291Lv,0,6.3,ms,114,A = 100.00,,,-4.40E+03,9,3.10E+03,10,2.00E+03,10,1.09E+04,9
116,176,292Lv,0,18,ms,10,A = 100.00,,,-5.50E+03,10,1.50E+03,10,0,AP,10791,12
116,177,293Lv,0,53,ms,43,A = 100.00,,,-3.90E+03,9,,,,,1.07E+04,6
116,173,289Lv,,,,,,,,,,3.80E+03,9,2.80E+03,9,1.11E+04,3
117,175,292Ts,,,,,SF ? ,,,,,5.50E+03,10,4.50E+03,10,1.15E+04,4
117,175,292Ts,,,,,A ? ,,,,,5.50E+03,10,4.50E+03,10,1.15E+04,4
117,176,293Ts,0,14,ms,7,A = 100.00,,,-4.40E+03,11,3.90E+03,9,2.80E+03,9,1.13E+04,5
117,176,293Ts,0,14,ms,7,SF  ,,,-4.40E+03,11,3.90E+03,9,2.80E+03,9,1.13E+04,5
117,174,291Ts,,,,,SF ? ,,,,,4.40E+03,9,3.40E+03,9,1.15E+04,4
117,174,291Ts,,,,,A ? ,,,,,4.40E+03,9,3.40E+03,9,1.15E+04,4
117,177,294Ts,0,0.08,s,33,A = 100.00,,,-2.90E+03,8,,,,,1.12E+04,4
118,175,293Og,,,,,,,,,,4.40E+03,11,3.40E+03,11,1.19E+04,5
118,176,294Og,,,,,,,,,,2.90E+03,8,1.90E+03,8,1.19E+04,3
118,177,295Og,,,,,,,,,,,,,,1.17E+04,20
